"state","year","party","votes"
"Rajasthan",2013,"NOTA","1.91"
"Kerala",1965,"SSP","8.13"
"Kerala",1967,"SSP","8.4"
"Kerala",1965,"CPI","8.3"
"Kerala",1967,"CPI","8.57"
"Kerala",1970,"CPI","8.97"
"Kerala",1977,"CPI","9.94"
"Kerala",1980,"CPI","7.8"
"Kerala",1982,"CPI","8.42"
"Kerala",1987,"CPI","8.08"
"Kerala",1991,"CPI","8.26"
"Kerala",1996,"CPI","7.62"
"Kerala",2001,"CPI","7.25"
"Kerala",2006,"CPI","8.09"
"Kerala",2011,"CPI","8.72"
"Kerala",2016,"CPI","8.12"
"Kerala",1965,"CPI(M)","19.87"
"Kerala",1991,"CPI(M)","0.33"
"Kerala",2006,"CPI(M)","30.45"
"Kerala",1965,"IND","13.74"
"Kerala",1967,"IND","8.47"
"Kerala",1970,"IND","17.74"
"Kerala",1977,"IND","11.72"
"Kerala",1980,"IND","12.08"
"Kerala",1982,"IND","24.63"
"Kerala",1987,"IND","16.91"
"Kerala",1991,"IND","6.11"
"Kerala",1996,"IND","7.68"
"Kerala",2001,"IND","7.87"
"Kerala",2006,"IND","6.03"
"Kerala",2011,"IND","5.66"
"Kerala",2016,"IND","5.27"
"Kerala",1965,"KC","12.58"
"Kerala",1965,"CON","33.55"
"Kerala",1967,"CPM","23.51"
"Kerala",1970,"CPM","23.83"
"Kerala",1977,"CPM","22.18"
"Kerala",1980,"CPM","19.35"
"Kerala",1982,"CPM","18.8"
"Kerala",1987,"CPM","22.86"
"Kerala",1991,"CPM","21.74"
"Kerala",1996,"CPM","21.59"
"Kerala",2001,"CPM","21.36"
"Kerala",2011,"CPM","28.18"
"Kerala",2016,"CPM","26.52"
"Kerala",1967,"KEC","7.57"
"Kerala",1970,"KEC","5.91"
"Kerala",1977,"KEC","8.38"
"Kerala",1980,"KEC","5.25"
"Kerala",1982,"KEC","5.86"
"Kerala",1987,"KEC","3.54"
"Kerala",1991,"KEC","3.37"
"Kerala",1996,"KEC","3.1"
"Kerala",2001,"KEC","2.9"
"Kerala",2006,"KEC","1.75"
"Kerala",2016,"KEC","0.18"
"Kerala",1967,"INC","35.43"
"Kerala",1970,"INC","17.63"
"Kerala",1977,"INC","20.02"
"Kerala",1982,"INC","11.9"
"Kerala",1987,"INC","24.83"
"Kerala",1991,"INC","32.07"
"Kerala",1996,"INC","30.44"
"Kerala",2001,"INC","31.4"
"Kerala",2006,"INC","24.09"
"Kerala",2011,"INC","26.4"
"Kerala",2016,"INC","23.7"
"Kerala",1967,"MUL","6.75"
"Kerala",1970,"MUL","7.56"
"Kerala",1977,"MUL","6.66"
"Kerala",1980,"MUL","7.18"
"Kerala",1982,"MUL","6.17"
"Kerala",1987,"MUL","7.73"
"Kerala",1991,"MUL","7.37"
"Kerala",1996,"MUL","7.19"
"Kerala",2001,"MUL","7.59"
"Kerala",2006,"MUL","7.3"
"Kerala",2011,"MUL","7.92"
"Kerala",1977,"BLD","7.86"
"Kerala",1980,"INC(U)","11.28"
"Kerala",1980,"JNP","7.63"
"Kerala",1982,"JNP","4.04"
"Kerala",1987,"JNP","3.79"
"Kerala",1980,"INC(I)","17.03"
"Kerala",1982,"BJP","2.75"
"Kerala",1987,"BJP","5.56"
"Kerala",1991,"BJP","4.76"
"Kerala",1996,"BJP","5.48"
"Kerala",2001,"BJP","5.02"
"Kerala",2006,"BJP","4.75"
"Kerala",2011,"BJP","6.03"
"Kerala",2016,"BJP","10.53"
"Kerala",2016,"IUML","7.4"
"Uttarakhand",2002,"BSP","10.93"
"Uttarakhand",2007,"BSP","11.76"
"Uttarakhand",2012,"BSP","12.19"
"Uttarakhand",2002,"BJP","25.45"
"Uttarakhand",2007,"BJP","31.9"
"Uttarakhand",2012,"BJP","33.14"
"Uttarakhand",2002,"IND","16.3"
"Uttarakhand",2007,"IND","10.81"
"Uttarakhand",2012,"IND","12.34"
"Uttarakhand",2002,"INC","26.91"
"Uttarakhand",2007,"INC","29.59"
"Uttarakhand",2012,"INC","33.79"
"Uttarakhand",2002,"SP","6.27"
"Uttarakhand",2007,"SP","4.96"
"Uttarakhand",2012,"SP","1.41"
"Uttarakhand",2002,"UKKD","5.49"
"Uttarakhand",2007,"UKKD","5.49"
"Uttarakhand",2012,"UtRM","1.9"
"Uttarakhand",2012,"UKDP","1.93"
"Jammu_&_Kashmir",1962,"NC","66.96"
"Jammu_&_Kashmir",1962,"DNC","4.33"
"Jammu_&_Kashmir",1967,"DNC","3.3"
"Jammu_&_Kashmir",1962,"IND","7.42"
"Jammu_&_Kashmir",1967,"IND","8.55"
"Jammu_&_Kashmir",1972,"IND","26.76"
"Jammu_&_Kashmir",1977,"IND","9.48"
"Jammu_&_Kashmir",1983,"IND","10.74"
"Jammu_&_Kashmir",1987,"IND","34.75"
"Jammu_&_Kashmir",1996,"IND","9.31"
"Jammu_&_Kashmir",2002,"IND","16.49"
"Jammu_&_Kashmir",2008,"IND","16.33"
"Jammu_&_Kashmir",2014,"IND","6.84"
"Jammu_&_Kashmir",1962,"HM","1.89"
"Jammu_&_Kashmir",1962,"PP","17.47"
"Jammu_&_Kashmir",1962,"PSP","1.91"
"Jammu_&_Kashmir",1967,"PSP","0.98"
"Jammu_&_Kashmir",1967,"BJS","16.45"
"Jammu_&_Kashmir",1972,"BJS","9.85"
"Jammu_&_Kashmir",1967,"INC","53.02"
"Jammu_&_Kashmir",1972,"INC","55.44"
"Jammu_&_Kashmir",1977,"INC","16.89"
"Jammu_&_Kashmir",1983,"INC","29.99"
"Jammu_&_Kashmir",1987,"INC","20.2"
"Jammu_&_Kashmir",1996,"INC","20"
"Jammu_&_Kashmir",2002,"INC","24.25"
"Jammu_&_Kashmir",2008,"INC","17.72"
"Jammu_&_Kashmir",2014,"INC","18.02"
"Jammu_&_Kashmir",1967,"JKN","17.16"
"Jammu_&_Kashmir",1977,"JKN","46.22"
"Jammu_&_Kashmir",1983,"JKN","47.01"
"Jammu_&_Kashmir",1987,"JKN","32.99"
"Jammu_&_Kashmir",1996,"JKN","34.78"
"Jammu_&_Kashmir",2002,"JKN","28.24"
"Jammu_&_Kashmir",2008,"JKN","23.07"
"Jammu_&_Kashmir",2014,"JKN","20.77"
"Jammu_&_Kashmir",1972,"JMI","7.18"
"Jammu_&_Kashmir",1977,"JMI","3.59"
"Jammu_&_Kashmir",1983,"JMI","3.88"
"Jammu_&_Kashmir",1972,"NCO","0.26"
"Jammu_&_Kashmir",1967,"CPI","0.54"
"Jammu_&_Kashmir",1972,"CPI","0.37"
"Jammu_&_Kashmir",1977,"CPI","0.11"
"Jammu_&_Kashmir",1983,"CPI","0.16"
"Jammu_&_Kashmir",1987,"CPI","0.21"
"Jammu_&_Kashmir",1996,"CPI","0.06"
"Jammu_&_Kashmir",2002,"CPI","0.16"
"Jammu_&_Kashmir",2008,"CPI","0.14"
"Jammu_&_Kashmir",2014,"CPI","0.05"
"Jammu_&_Kashmir",1977,"JNP","23.72"
"Jammu_&_Kashmir",1983,"JNP","0.28"
"Jammu_&_Kashmir",1987,"JNP","0.47"
"Jammu_&_Kashmir",1983,"JKP","4.54"
"Jammu_&_Kashmir",1987,"JKP","3.75"
"Jammu_&_Kashmir",1983,"BJP","3.15"
"Jammu_&_Kashmir",1987,"BJP","5.1"
"Jammu_&_Kashmir",1996,"BJP","12.13"
"Jammu_&_Kashmir",2002,"BJP","8.57"
"Jammu_&_Kashmir",2008,"BJP","12.45"
"Jammu_&_Kashmir",2014,"BJP","22.98"
"Jammu_&_Kashmir",1987,"JPP","1.77"
"Jammu_&_Kashmir",1996,"JPP","2.25"
"Jammu_&_Kashmir",1996,"JD","10.87"
"Jammu_&_Kashmir",1996,"BSP","6.43"
"Jammu_&_Kashmir",2002,"BSP","4.5"
"Jammu_&_Kashmir",2008,"BSP","3.67"
"Jammu_&_Kashmir",2014,"BSP","1.41"
"Jammu_&_Kashmir",2002,"PDP","9.28"
"Jammu_&_Kashmir",2008,"JKPDP","15.4"
"Jammu_&_Kashmir",2014,"JKPDP","22.67"
"Jammu_&_Kashmir",2002,"JKNPP","3.84"
"Jammu_&_Kashmir",2008,"JKNPP","3.33"
"Jammu_&_Kashmir",2014,"JKNPP","1.99"
"Arunachal_Pradesh",1978,"JNP","42.08"
"Arunachal_Pradesh",1984,"JNP","0.38"
"Arunachal_Pradesh",1978,"PPA","30.24"
"Arunachal_Pradesh",1980,"PPA","40.98"
"Arunachal_Pradesh",1984,"PPA","15.54"
"Arunachal_Pradesh",2009,"PPA","7.27"
"Arunachal_Pradesh",1978,"IND","27.23"
"Arunachal_Pradesh",1980,"IND","11.54"
"Arunachal_Pradesh",1984,"IND","33.33"
"Arunachal_Pradesh",1990,"IND","20.14"
"Arunachal_Pradesh",1995,"IND","26.35"
"Arunachal_Pradesh",1999,"IND","11.87"
"Arunachal_Pradesh",2004,"IND","28.19"
"Arunachal_Pradesh",2009,"IND","2.15"
"Arunachal_Pradesh",1978,"INC","0.45"
"Arunachal_Pradesh",1984,"INC","43.07"
"Arunachal_Pradesh",1990,"INC","44.25"
"Arunachal_Pradesh",1995,"INC","50.5"
"Arunachal_Pradesh",1999,"INC","51.78"
"Arunachal_Pradesh",2004,"INC","44.03"
"Arunachal_Pradesh",2009,"INC","50.38"
"Arunachal_Pradesh",1980,"INC(I)","42.58"
"Arunachal_Pradesh",1980,"INC(U)","4.89"
"Arunachal_Pradesh",1984,"BJP","7.69"
"Arunachal_Pradesh",1995,"BJP","3.37"
"Arunachal_Pradesh",1999,"BJP","10.83"
"Arunachal_Pradesh",2004,"BJP","19.7"
"Arunachal_Pradesh",2009,"BJP","5.21"
"Arunachal_Pradesh",1990,"JNP(JP)","2.28"
"Arunachal_Pradesh",1990,"JD","33.34"
"Arunachal_Pradesh",1995,"JD","17.24"
"Arunachal_Pradesh",1995,"JP","2.53"
"Arunachal_Pradesh",1999,"AC","16.68"
"Arunachal_Pradesh",2004,"AC","3.84"
"Arunachal_Pradesh",1999,"AJBP","0.1"
"Arunachal_Pradesh",1999,"NCP","8.74"
"Arunachal_Pradesh",2004,"NCP","4.24"
"Arunachal_Pradesh",2009,"NCP","19.33"
"Arunachal_Pradesh",2009,"AITC","15.04"
"Tamil_Nadu",1971,"CPI","2.32"
"Tamil_Nadu",1977,"CPI","2.9"
"Tamil_Nadu",1980,"CPI","2.66"
"Tamil_Nadu",1984,"CPI","2.62"
"Tamil_Nadu",1989,"CPI","1.22"
"Tamil_Nadu",1991,"CPI","1.24"
"Tamil_Nadu",1996,"CPI","2.12"
"Tamil_Nadu",2001,"CPI","1.59"
"Tamil_Nadu",2006,"CPI","1.61"
"Tamil_Nadu",2011,"CPI","1.97"
"Tamil_Nadu",2016,"CPI","0.79"
"Tamil_Nadu",1971,"NCO","34.99"
"Tamil_Nadu",1971,"FBL","1.71"
"Tamil_Nadu",1977,"FBL","0.3"
"Tamil_Nadu",1980,"FBL","0.35"
"Tamil_Nadu",1989,"FBL","0.13"
"Tamil_Nadu",1991,"FBL","0.16"
"Tamil_Nadu",1996,"FBL","0.28"
"Tamil_Nadu",2001,"FBL","0.14"
"Tamil_Nadu",1971,"SWA","2.95"
"Tamil_Nadu",1971,"DMK","48.58"
"Tamil_Nadu",1977,"DMK","24.89"
"Tamil_Nadu",1980,"DMK","22.1"
"Tamil_Nadu",1984,"DMK","29.34"
"Tamil_Nadu",1989,"DMK","33.19"
"Tamil_Nadu",1991,"DMK","22.47"
"Tamil_Nadu",1996,"DMK","42.09"
"Tamil_Nadu",2001,"DMK","30.92"
"Tamil_Nadu",2006,"DMK","26.46"
"Tamil_Nadu",2011,"DMK","22.39"
"Tamil_Nadu",2016,"DMK","31.64"
"Tamil_Nadu",1971,"IND","6.13"
"Tamil_Nadu",1977,"IND","4.55"
"Tamil_Nadu",1980,"IND","7.18"
"Tamil_Nadu",1984,"IND","7.46"
"Tamil_Nadu",1989,"IND","8.96"
"Tamil_Nadu",1991,"IND","1.55"
"Tamil_Nadu",1996,"IND","3.71"
"Tamil_Nadu",2001,"IND","6.16"
"Tamil_Nadu",2006,"IND","3.01"
"Tamil_Nadu",2011,"IND","4.44"
"Tamil_Nadu",2016,"IND","1.43"
"Tamil_Nadu",1977,"JNP","16.67"
"Tamil_Nadu",1980,"JNP","0.01"
"Tamil_Nadu",1984,"JNP","2.28"
"Tamil_Nadu",1989,"JNP","1.17"
"Tamil_Nadu",1977,"INC","17.5"
"Tamil_Nadu",1984,"INC","16.28"
"Tamil_Nadu",1989,"INC","19.83"
"Tamil_Nadu",1991,"INC","15.19"
"Tamil_Nadu",1996,"INC","5.61"
"Tamil_Nadu",2001,"INC","2.48"
"Tamil_Nadu",2006,"INC","8.38"
"Tamil_Nadu",2011,"INC","9.3"
"Tamil_Nadu",2016,"INC","6.42"
"Tamil_Nadu",1977,"ADK","30.36"
"Tamil_Nadu",1980,"ADK","38.75"
"Tamil_Nadu",1984,"ADK","37.03"
"Tamil_Nadu",1989,"ADK","0.62"
"Tamil_Nadu",1991,"ADK","44.4"
"Tamil_Nadu",1980,"JNP(JP)","2.77"
"Tamil_Nadu",1971,"CPM","1.65"
"Tamil_Nadu",1977,"CPM","2.79"
"Tamil_Nadu",1980,"CPM","3.16"
"Tamil_Nadu",1984,"CPM","2.76"
"Tamil_Nadu",1989,"CPM","3.53"
"Tamil_Nadu",1991,"CPM","3.16"
"Tamil_Nadu",1996,"CPM","1.68"
"Tamil_Nadu",2001,"CPM","1.68"
"Tamil_Nadu",2011,"CPM","2.41"
"Tamil_Nadu",2016,"CPM","0.71"
"Tamil_Nadu",1980,"INC(I)","20.92"
"Tamil_Nadu",1989,"ADK(JR)","9.19"
"Tamil_Nadu",1989,"ADK(JL)","21.15"
"Tamil_Nadu",1991,"PMK","5.9"
"Tamil_Nadu",1996,"PMK","3.84"
"Tamil_Nadu",2001,"PMK","5.56"
"Tamil_Nadu",2006,"PMK","5.65"
"Tamil_Nadu",2011,"PMK","5.23"
"Tamil_Nadu",2016,"PMK","5.32"
"Tamil_Nadu",1980,"BJP","0.07"
"Tamil_Nadu",1984,"BJP","0.25"
"Tamil_Nadu",1989,"BJP","0.35"
"Tamil_Nadu",1991,"BJP","1.7"
"Tamil_Nadu",1996,"BJP","1.81"
"Tamil_Nadu",2001,"BJP","3.19"
"Tamil_Nadu",2006,"BJP","2.02"
"Tamil_Nadu",2011,"BJP","2.22"
"Tamil_Nadu",2016,"BJP","2.84"
"Tamil_Nadu",1996,"MDMK","5.78"
"Tamil_Nadu",2001,"MDMK","4.65"
"Tamil_Nadu",2006,"MDMK","5.98"
"Tamil_Nadu",2016,"MDMK","0.86"
"Tamil_Nadu",1996,"ADMK","21.49"
"Tamil_Nadu",2001,"ADMK","31.44"
"Tamil_Nadu",2016,"ADMK","40.77"
"Tamil_Nadu",1996,"TMC(M)","9.31"
"Tamil_Nadu",2001,"TMC(M)","6.73"
"Tamil_Nadu",2016,"TMC(M)","0.53"
"Tamil_Nadu",2006,"AIADMK","32.64"
"Tamil_Nadu",2011,"AIADMK","38.41"
"Tamil_Nadu",2006,"DMDK","8.38"
"Tamil_Nadu",2011,"DMDK","7.88"
"Tamil_Nadu",2016,"DMDK","2.39"
"Mizoram",1972,"INC","30.91"
"Mizoram",1984,"INC","39.81"
"Mizoram",1987,"INC","32.99"
"Mizoram",1989,"INC","34.85"
"Mizoram",1993,"INC","33.1"
"Mizoram",1998,"INC","29.77"
"Mizoram",2003,"INC","30.06"
"Mizoram",2008,"INC","38.89"
"Mizoram",2013,"INC","44.63"
"Mizoram",1972,"SOP","1.54"
"Mizoram",1972,"IND","67.55"
"Mizoram",1978,"IND","62.53"
"Mizoram",1979,"IND","30.27"
"Mizoram",1984,"IND","24.65"
"Mizoram",1987,"IND","43.31"
"Mizoram",1989,"IND","10.19"
"Mizoram",1993,"IND","23.38"
"Mizoram",1998,"IND","9.82"
"Mizoram",2003,"IND","2.53"
"Mizoram",2008,"IND","7.69"
"Mizoram",2013,"IND","0.31"
"Mizoram",1978,"PPC","37.47"
"Mizoram",1979,"PPC","32.71"
"Mizoram",1987,"PPC","23.7"
"Mizoram",1989,"PPC","19.67"
"Mizoram",1979,"INC(I)","23.91"
"Mizoram",1979,"JNP","13.1"
"Mizoram",1984,"PC","35.54"
"Mizoram",1989,"MNF","35.29"
"Mizoram",1993,"MNF","40.41"
"Mizoram",1998,"MNF","24.99"
"Mizoram",2003,"MNF","31.69"
"Mizoram",2008,"MNF","30.65"
"Mizoram",2013,"MNF","28.65"
"Mizoram",1993,"BJP","3.11"
"Mizoram",1998,"BJP","2.5"
"Mizoram",2003,"BJP","1.87"
"Mizoram",2008,"BJP","0.44"
"Mizoram",2013,"BJP","0.37"
"Mizoram",1998,"MNF(N)","9.23"
"Mizoram",1998,"MZPC","20.44"
"Mizoram",2003,"MZPC","16.16"
"Mizoram",1998,"MDF","2.28"
"Mizoram",2003,"MDF","1.95"
"Mizoram",2008,"MDF","0.84"
"Mizoram",2013,"MDF","0.95"
"Mizoram",2003,"ZNP","14.7"
"Mizoram",2008,"ZNP","10.22"
"Mizoram",2013,"ZNP","17.42"
"Mizoram",2008,"MPC","10.38"
"Mizoram",2013,"MPC","6.15"
"Mizoram",2008,"NCP","0.11"
"Mizoram",2013,"NCP","0.84"
"Goa",1989,"JD","1.4"
"Goa",1994,"JD","0.25"
"Goa",1999,"JD","0.03"
"Goa",1989,"SHS","0.98"
"Goa",1994,"SHS","1.45"
"Goa",1999,"SHS","1.04"
"Goa",2002,"SHS","0.78"
"Goa",2007,"SHS","0.15"
"Goa",2012,"SHS","0.02"
"Goa",1989,"INC","40.52"
"Goa",1994,"INC","37.55"
"Goa",1999,"INC","38.58"
"Goa",2002,"INC","38.42"
"Goa",2007,"INC","32"
"Goa",2012,"INC","30.78"
"Goa",1989,"IND","13.95"
"Goa",1994,"IND","18.23"
"Goa",1999,"IND","6.65"
"Goa",2002,"IND","6.47"
"Goa",2007,"IND","9.35"
"Goa",2012,"IND","16.67"
"Goa",1989,"GLP","3.15"
"Goa",1994,"GLP","0.26"
"Goa",1989,"MAG","38.78"
"Goa",1994,"MAG","22.24"
"Goa",1999,"MAG","14.05"
"Goa",2002,"MAG","7.16"
"Goa",2007,"MAG","8.84"
"Goa",2012,"MAG","6.72"
"Goa",1989,"BJP","0.39"
"Goa",1994,"BJP","9.05"
"Goa",1999,"BJP","26.15"
"Goa",2002,"BJP","35.57"
"Goa",2007,"BJP","31"
"Goa",2012,"BJP","34.68"
"Goa",1994,"UGDP","8.3"
"Goa",1999,"UGDP","6.4"
"Goa",2002,"UGDP","5.26"
"Goa",2007,"UGDP","5.15"
"Goa",2012,"UGDP","1.17"
"Goa",1994,"BSP","1.58"
"Goa",1999,"GRCP","6.33"
"Goa",2002,"NCP","5.83"
"Goa",2007,"NCP","5.14"
"Goa",2012,"NCP","4.08"
"Goa",2007,"SGF","6.77"
"Goa",1999,"GVP","0.08"
"Goa",2002,"GVP","0.02"
"Goa",2012,"GVP","3.5"
